,datetime,o,h,l,c,time,date
0,2020-01-30 09:00:00,11933.23,11933.23,11573.76,11628.43,09:00:00,2020-01-30
1,2020-01-30 10:00:00,11628.41,11637.68,11517.63,11531.2,10:00:00,2020-01-30
2,2020-01-30 11:00:00,11531.37,11555.53,11484.2,11489.11,11:00:00,2020-01-30
3,2020-01-30 12:00:00,11489.52,11489.52,11431.98,11436.66,12:00:00,2020-01-30
4,2020-01-30 13:00:00,11441.21,11456.35,11418.22,11421.74,13:00:00,2020-01-30
24,2020-01-31 09:00:00,11494.03,11594.21,11442.33,11442.33,09:00:00,2020-01-31
25,2020-01-31 10:00:00,11441.75,11504.7,11436.95,11503.9,10:00:00,2020-01-31
26,2020-01-31 11:00:00,11504.46,11543.93,11499.11,11543.93,11:00:00,2020-01-31
27,2020-01-31 12:00:00,11538.81,11551.41,11526.66,11535.77,12:00:00,2020-01-31
28,2020-01-31 13:00:00,11533.98,11536.16,11495.1,11495.1,13:00:00,2020-01-31
96,2020-02-03 09:00:00,11365.9,11365.9,11138.03,11319.79,09:00:00,2020-02-03
97,2020-02-03 10:00:00,11324.62,11359.67,11306.24,11313.18,10:00:00,2020-02-03
98,2020-02-03 11:00:00,11312.82,11334.23,11297.59,11332.87,11:00:00,2020-02-03
99,2020-02-03 12:00:00,11333.94,11337.12,11314.92,11330.82,12:00:00,2020-02-03
100,2020-02-03 13:00:00,11331.22,11354.92,11326.22,11354.92,13:00:00,2020-02-03
120,2020-02-04 09:00:00,11399.46,11531.86,11393.03,11527.21,09:00:00,2020-02-04
121,2020-02-04 10:00:00,11526.59,11573.66,11518.7,11562.27,10:00:00,2020-02-04
122,2020-02-04 11:00:00,11562.07,11574.96,11545.08,11566.42,11:00:00,2020-02-04
123,2020-02-04 12:00:00,11571.43,11581.36,11561.33,11567.89,12:00:00,2020-02-04
124,2020-02-04 13:00:00,11567.87,11575.36,11555.92,11555.92,13:00:00,2020-02-04
144,2020-02-05 09:00:00,11601.55,11619.94,11512.71,11588.73,09:00:00,2020-02-05
145,2020-02-05 10:00:00,11588.27,11620.42,11583.2,11599.98,10:00:00,2020-02-05
146,2020-02-05 11:00:00,11600.19,11618.05,11591.77,11608.71,11:00:00,2020-02-05
147,2020-02-05 12:00:00,11607.73,11614.29,11569.34,11570.07,12:00:00,2020-02-05
148,2020-02-05 13:00:00,11572.02,11573.62,11548.77,11573.62,13:00:00,2020-02-05
168,2020-02-06 09:00:00,11605.11,11707.52,11605.11,11670.1,09:00:00,2020-02-06
169,2020-02-06 10:00:00,11668.92,11699.22,11662.77,11683.4,10:00:00,2020-02-06
170,2020-02-06 11:00:00,11678.81,11704.21,11677.84,11702.23,11:00:00,2020-02-06
171,2020-02-06 12:00:00,11702.25,11732.98,11695.67,11725.28,12:00:00,2020-02-06
172,2020-02-06 13:00:00,11725.09,11749.68,11725.04,11749.68,13:00:00,2020-02-06
192,2020-02-07 09:00:00,11712.71,11712.71,11617.95,11644.7,09:00:00,2020-02-07
193,2020-02-07 10:00:00,11648.0,11652.12,11630.82,11630.82,10:00:00,2020-02-07
194,2020-02-07 11:00:00,11631.71,11647.05,11629.15,11639.28,11:00:00,2020-02-07
195,2020-02-07 12:00:00,11638.11,11643.13,11607.61,11611.67,12:00:00,2020-02-07
196,2020-02-07 13:00:00,11608.64,11612.81,11592.09,11612.81,13:00:00,2020-02-07
264,2020-02-10 09:00:00,11514.72,11553.72,11423.34,11537.42,09:00:00,2020-02-10
265,2020-02-10 10:00:00,11540.99,11598.03,11526.85,11579.85,10:00:00,2020-02-10
266,2020-02-10 11:00:00,11575.38,11582.84,11557.6,11567.29,11:00:00,2020-02-10
267,2020-02-10 12:00:00,11566.28,11570.9,11541.1,11545.94,12:00:00,2020-02-10
268,2020-02-10 13:00:00,11543.45,11574.07,11533.87,11574.07,13:00:00,2020-02-10
288,2020-02-11 09:00:00,11614.25,11658.95,11614.25,11651.29,09:00:00,2020-02-11
289,2020-02-11 10:00:00,11655.54,11673.61,11648.79,11662.31,10:00:00,2020-02-11
290,2020-02-11 11:00:00,11666.1,11673.5,11658.91,11667.82,11:00:00,2020-02-11
291,2020-02-11 12:00:00,11667.72,11673.8,11658.81,11672.17,12:00:00,2020-02-11
292,2020-02-11 13:00:00,11674.22,11678.58,11664.04,11664.04,13:00:00,2020-02-11
312,2020-02-12 09:00:00,11693.4,11751.68,11693.4,11744.79,09:00:00,2020-02-12
313,2020-02-12 10:00:00,11745.03,11769.15,11741.36,11758.77,10:00:00,2020-02-12
314,2020-02-12 11:00:00,11757.96,11771.2,11753.24,11770.38,11:00:00,2020-02-12
315,2020-02-12 12:00:00,11768.59,11785.73,11765.3,11777.82,12:00:00,2020-02-12
316,2020-02-12 13:00:00,11777.06,11801.52,11774.19,11774.19,13:00:00,2020-02-12
336,2020-02-13 09:00:00,11813.5,11854.98,11801.27,11830.76,09:00:00,2020-02-13
337,2020-02-13 10:00:00,11830.63,11831.77,11813.01,11827.81,10:00:00,2020-02-13
338,2020-02-13 11:00:00,11823.38,11834.45,11813.27,11813.95,11:00:00,2020-02-13
339,2020-02-13 12:00:00,11818.41,11818.41,11790.31,11797.87,12:00:00,2020-02-13
340,2020-02-13 13:00:00,11799.66,11799.66,11784.94,11791.78,13:00:00,2020-02-13
360,2020-02-14 09:00:00,11806.52,11825.64,11788.87,11820.17,09:00:00,2020-02-14
361,2020-02-14 10:00:00,11820.58,11832.96,11811.32,11829.98,10:00:00,2020-02-14
362,2020-02-14 11:00:00,11825.71,11840.79,11816.62,11818.58,11:00:00,2020-02-14
363,2020-02-14 12:00:00,11818.52,11822.47,11805.0,11810.45,12:00:00,2020-02-14
364,2020-02-14 13:00:00,11811.28,11815.86,11802.32,11815.7,13:00:00,2020-02-14
432,2020-02-17 09:00:00,11770.3,11775.56,11724.82,11768.86,09:00:00,2020-02-17
433,2020-02-17 10:00:00,11768.95,11769.68,11750.84,11765.31,10:00:00,2020-02-17
434,2020-02-17 11:00:00,11766.08,11766.9,11743.85,11749.36,11:00:00,2020-02-17
435,2020-02-17 12:00:00,11749.26,11750.67,11739.01,11743.82,12:00:00,2020-02-17
436,2020-02-17 13:00:00,11745.09,11763.51,11742.18,11763.51,13:00:00,2020-02-17
456,2020-02-18 09:00:00,11700.91,11717.1,11657.01,11690.51,09:00:00,2020-02-18
457,2020-02-18 10:00:00,11690.11,11710.8,11678.15,11684.07,10:00:00,2020-02-18
458,2020-02-18 11:00:00,11680.2,11684.4,11669.35,11671.39,11:00:00,2020-02-18
459,2020-02-18 12:00:00,11671.28,11672.74,11643.11,11655.48,12:00:00,2020-02-18
460,2020-02-18 13:00:00,11649.91,11657.78,11642.95,11648.98,13:00:00,2020-02-18
480,2020-02-19 09:00:00,11655.37,11696.64,11654.16,11696.64,09:00:00,2020-02-19
481,2020-02-19 10:00:00,11695.54,11778.49,11694.52,11742.28,10:00:00,2020-02-19
482,2020-02-19 11:00:00,11742.63,11769.18,11738.96,11754.19,11:00:00,2020-02-19
483,2020-02-19 12:00:00,11753.42,11783.43,11748.59,11756.77,12:00:00,2020-02-19
484,2020-02-19 13:00:00,11761.8,11766.46,11753.78,11758.84,13:00:00,2020-02-19
504,2020-02-20 09:00:00,11785.78,11827.83,11758.79,11763.35,09:00:00,2020-02-20
505,2020-02-20 10:00:00,11763.56,11763.56,11717.21,11731.93,10:00:00,2020-02-20
506,2020-02-20 11:00:00,11731.51,11742.99,11714.29,11722.38,11:00:00,2020-02-20
507,2020-02-20 12:00:00,11722.99,11741.47,11714.15,11737.03,12:00:00,2020-02-20
508,2020-02-20 13:00:00,11737.23,11745.4,11725.09,11725.09,13:00:00,2020-02-20
528,2020-02-21 09:00:00,11721.16,11755.17,11705.68,11714.26,09:00:00,2020-02-21
529,2020-02-21 10:00:00,11710.53,11718.51,11662.3,11667.62,10:00:00,2020-02-21
530,2020-02-21 11:00:00,11667.09,11708.56,11661.63,11703.67,11:00:00,2020-02-21
531,2020-02-21 12:00:00,11702.96,11709.51,11686.33,11690.13,12:00:00,2020-02-21
532,2020-02-21 13:00:00,11688.4,11689.42,11680.08,11686.35,13:00:00,2020-02-21
600,2020-02-24 09:00:00,11615.28,11615.28,11549.02,11564.27,09:00:00,2020-02-24
601,2020-02-24 10:00:00,11563.48,11567.04,11526.83,11530.65,10:00:00,2020-02-24
602,2020-02-24 11:00:00,11531.77,11554.4,11512.08,11531.16,11:00:00,2020-02-24
603,2020-02-24 12:00:00,11535.42,11558.75,11528.55,11552.25,12:00:00,2020-02-24
604,2020-02-24 13:00:00,11552.01,11558.5,11534.87,11534.87,13:00:00,2020-02-24
624,2020-02-25 09:00:00,11506.74,11520.49,11415.47,11502.87,09:00:00,2020-02-25
625,2020-02-25 10:00:00,11502.85,11552.52,11501.88,11525.45,10:00:00,2020-02-25
626,2020-02-25 11:00:00,11526.1,11544.98,11519.88,11539.63,11:00:00,2020-02-25
627,2020-02-25 12:00:00,11539.08,11566.88,11537.56,11566.01,12:00:00,2020-02-25
628,2020-02-25 13:00:00,11565.59,11567.09,11540.23,11540.23,13:00:00,2020-02-25
648,2020-02-26 09:00:00,11468.6,11468.6,11408.06,11445.15,09:00:00,2020-02-26
649,2020-02-26 10:00:00,11448.6,11494.22,11430.55,11480.81,10:00:00,2020-02-26
650,2020-02-26 11:00:00,11480.18,11485.84,11464.91,11477.27,11:00:00,2020-02-26
651,2020-02-26 12:00:00,11477.3,11482.66,11442.16,11448.52,12:00:00,2020-02-26
652,2020-02-26 13:00:00,11442.89,11446.84,11421.98,11433.62,13:00:00,2020-02-26
672,2020-02-27 09:00:00,11436.96,11470.23,11372.55,11384.29,09:00:00,2020-02-27
673,2020-02-27 10:00:00,11384.21,11384.63,11350.66,11350.66,10:00:00,2020-02-27
674,2020-02-27 11:00:00,11351.07,11360.13,11335.65,11344.48,11:00:00,2020-02-27
675,2020-02-27 12:00:00,11344.94,11346.07,11279.68,11283.29,12:00:00,2020-02-27
676,2020-02-27 13:00:00,11283.87,11292.17,11274.52,11292.17,13:00:00,2020-02-27
768,2020-03-02 09:00:00,11184.66,11184.66,11049.85,11148.35,09:00:00,2020-03-02
769,2020-03-02 10:00:00,11146.88,11282.05,11133.73,11270.23,10:00:00,2020-03-02
770,2020-03-02 11:00:00,11264.54,11275.65,11226.34,11231.55,11:00:00,2020-03-02
771,2020-03-02 12:00:00,11228.16,11232.33,11180.72,11183.11,12:00:00,2020-03-02
772,2020-03-02 13:00:00,11183.36,11188.63,11170.46,11170.46,13:00:00,2020-03-02
792,2020-03-03 09:00:00,11279.86,11363.24,11279.86,11325.0,09:00:00,2020-03-03
793,2020-03-03 10:00:00,11320.63,11359.2,11319.6,11354.55,10:00:00,2020-03-03
794,2020-03-03 11:00:00,11354.7,11383.7,11352.22,11377.66,11:00:00,2020-03-03
795,2020-03-03 12:00:00,11380.59,11390.24,11346.5,11370.62,12:00:00,2020-03-03
796,2020-03-03 13:00:00,11365.58,11370.74,11327.72,11327.72,13:00:00,2020-03-03
816,2020-03-04 09:00:00,11368.25,11368.25,11305.67,11325.83,09:00:00,2020-03-04
817,2020-03-04 10:00:00,11326.25,11361.59,11297.81,11348.33,10:00:00,2020-03-04
818,2020-03-04 11:00:00,11348.41,11383.64,11348.17,11373.74,11:00:00,2020-03-04
819,2020-03-04 12:00:00,11369.32,11387.91,11363.39,11387.91,12:00:00,2020-03-04
820,2020-03-04 13:00:00,11388.36,11392.35,11368.96,11392.35,13:00:00,2020-03-04
840,2020-03-05 09:00:00,11454.65,11525.32,11454.65,11512.01,09:00:00,2020-03-05
841,2020-03-05 10:00:00,11516.91,11517.35,11497.75,11511.14,10:00:00,2020-03-05
842,2020-03-05 11:00:00,11512.15,11518.17,11506.25,11514.84,11:00:00,2020-03-05
843,2020-03-05 12:00:00,11511.6,11516.98,11501.67,11506.74,12:00:00,2020-03-05
844,2020-03-05 13:00:00,11505.96,11519.03,11501.87,11514.82,13:00:00,2020-03-05
1320,2020-03-25 09:00:00,9426.43,9722.37,9426.43,9714.26,09:00:00,2020-03-25
1321,2020-03-25 10:00:00,9712.26,9713.71,9657.44,9676.11,10:00:00,2020-03-25
1322,2020-03-25 11:00:00,9678.93,9694.78,9673.94,9694.78,11:00:00,2020-03-25
1323,2020-03-25 12:00:00,9694.32,9697.18,9585.12,9629.4,12:00:00,2020-03-25
1324,2020-03-25 13:00:00,9634.5,9644.92,9594.74,9644.75,13:00:00,2020-03-25
1344,2020-03-26 09:00:00,9667.14,9734.37,9565.02,9666.06,09:00:00,2020-03-26
1345,2020-03-26 10:00:00,9666.12,9706.33,9624.68,9706.33,10:00:00,2020-03-26
1346,2020-03-26 11:00:00,9702.33,9738.09,9689.43,9724.72,11:00:00,2020-03-26
1347,2020-03-26 12:00:00,9725.11,9739.73,9710.92,9729.89,12:00:00,2020-03-26
1348,2020-03-26 13:00:00,9729.96,9737.59,9713.79,9736.36,13:00:00,2020-03-26
1368,2020-03-27 09:00:00,9807.9,9954.86,9807.9,9852.09,09:00:00,2020-03-27
1369,2020-03-27 10:00:00,9852.3,9855.61,9769.64,9788.0,10:00:00,2020-03-27
1370,2020-03-27 11:00:00,9788.11,9836.05,9781.77,9820.2,11:00:00,2020-03-27
1371,2020-03-27 12:00:00,9820.44,9824.3,9709.3,9734.25,12:00:00,2020-03-27
1372,2020-03-27 13:00:00,9734.47,9742.22,9691.14,9698.92,13:00:00,2020-03-27
1440,2020-03-30 09:00:00,9571.22,9571.22,9415.52,9534.76,09:00:00,2020-03-30
1441,2020-03-30 10:00:00,9539.51,9585.44,9509.2,9574.04,10:00:00,2020-03-30
1442,2020-03-30 11:00:00,9573.84,9612.19,9560.88,9597.8,11:00:00,2020-03-30
1443,2020-03-30 12:00:00,9591.87,9655.7,9591.17,9607.91,12:00:00,2020-03-30
1444,2020-03-30 13:00:00,9603.02,9647.31,9601.38,9629.43,13:00:00,2020-03-30
1464,2020-03-31 09:00:00,9689.62,9789.81,9689.62,9723.81,09:00:00,2020-03-31
1465,2020-03-31 10:00:00,9722.91,9757.25,9709.75,9745.22,10:00:00,2020-03-31
1466,2020-03-31 11:00:00,9745.26,9745.26,9713.81,9734.63,11:00:00,2020-03-31
1467,2020-03-31 12:00:00,9734.63,9736.42,9637.05,9655.71,12:00:00,2020-03-31
1468,2020-03-31 13:00:00,9650.79,9708.06,9630.3,9708.06,13:00:00,2020-03-31
1488,2020-04-01 09:00:00,9726.2,9726.58,9672.73,9721.31,09:00:00,2020-04-01
1489,2020-04-01 10:00:00,9724.88,9736.0,9715.76,9724.54,10:00:00,2020-04-01
1490,2020-04-01 11:00:00,9724.66,9727.79,9681.31,9686.9,11:00:00,2020-04-01
1491,2020-04-01 12:00:00,9682.52,9686.72,9666.7,9685.43,12:00:00,2020-04-01
1492,2020-04-01 13:00:00,9685.92,9694.55,9663.63,9663.63,13:00:00,2020-04-01
1608,2020-04-06 09:00:00,9707.75,9801.48,9651.52,9687.25,09:00:00,2020-04-06
1609,2020-04-06 10:00:00,9687.62,9728.9,9684.74,9726.42,10:00:00,2020-04-06
1610,2020-04-06 11:00:00,9731.09,9770.68,9725.56,9763.55,11:00:00,2020-04-06
1611,2020-04-06 12:00:00,9763.61,9797.08,9760.61,9786.21,12:00:00,2020-04-06
1612,2020-04-06 13:00:00,9787.22,9818.74,9778.64,9818.74,13:00:00,2020-04-06
1632,2020-04-07 09:00:00,9928.16,10039.15,9928.16,9971.96,09:00:00,2020-04-07
1633,2020-04-07 10:00:00,9969.77,9978.83,9946.13,9967.45,10:00:00,2020-04-07
1634,2020-04-07 11:00:00,9972.05,9981.06,9946.96,9947.49,11:00:00,2020-04-07
1635,2020-04-07 12:00:00,9952.8,9989.74,9945.42,9988.92,12:00:00,2020-04-07
1636,2020-04-07 13:00:00,9987.76,9996.39,9977.49,9996.39,13:00:00,2020-04-07
1656,2020-04-08 09:00:00,10010.64,10107.45,9984.66,10054.42,09:00:00,2020-04-08
1657,2020-04-08 10:00:00,10059.1,10104.85,10053.87,10097.36,10:00:00,2020-04-08
1658,2020-04-08 11:00:00,10096.73,10110.62,10082.59,10105.01,11:00:00,2020-04-08
1659,2020-04-08 12:00:00,10109.22,10149.76,10097.59,10143.93,12:00:00,2020-04-08
1660,2020-04-08 13:00:00,10144.18,10144.18,10120.61,10137.47,13:00:00,2020-04-08
1680,2020-04-09 09:00:00,10173.26,10246.84,10125.26,10156.81,09:00:00,2020-04-09
1681,2020-04-09 10:00:00,10155.69,10165.11,10102.98,10111.94,10:00:00,2020-04-09
1682,2020-04-09 11:00:00,10111.33,10140.23,10092.36,10140.13,11:00:00,2020-04-09
1683,2020-04-09 12:00:00,10140.11,10154.72,10115.54,10153.1,12:00:00,2020-04-09
1684,2020-04-09 13:00:00,10148.75,10155.79,10119.43,10119.43,13:00:00,2020-04-09
2184,2020-04-30 09:00:00,10826.26,10941.21,10826.26,10940.56,09:00:00,2020-04-30
2185,2020-04-30 10:00:00,10936.85,10960.03,10931.72,10960.0,10:00:00,2020-04-30
2186,2020-04-30 11:00:00,10956.16,10994.37,10943.98,10994.37,11:00:00,2020-04-30
2187,2020-04-30 12:00:00,10994.05,11003.31,10987.32,10998.45,12:00:00,2020-04-30
2188,2020-04-30 13:00:00,11000.93,11012.78,10992.14,10992.14,13:00:00,2020-04-30
2664,2020-05-20 09:00:00,10892.76,10933.98,10892.76,10915.68,09:00:00,2020-05-20
2665,2020-05-20 10:00:00,10914.63,10919.01,10872.57,10872.57,10:00:00,2020-05-20
2666,2020-05-20 11:00:00,10873.57,10892.61,10860.15,10888.28,11:00:00,2020-05-20
2667,2020-05-20 12:00:00,10888.14,10904.76,10887.76,10894.35,12:00:00,2020-05-20
2668,2020-05-20 13:00:00,10898.85,10907.8,10880.39,10907.8,13:00:00,2020-05-20
2688,2020-05-21 09:00:00,10933.21,11021.66,10933.21,10994.14,09:00:00,2020-05-21
2689,2020-05-21 10:00:00,10994.97,10996.99,10958.57,10988.66,10:00:00,2020-05-21
2690,2020-05-21 11:00:00,10988.78,11001.8,10983.7,10997.71,11:00:00,2020-05-21
2691,2020-05-21 12:00:00,10998.14,11004.02,10982.68,11001.97,12:00:00,2020-05-21
2692,2020-05-21 13:00:00,10999.03,11012.45,10997.12,11008.31,13:00:00,2020-05-21
2712,2020-05-22 09:00:00,10977.55,10977.55,10888.75,10902.16,09:00:00,2020-05-22
2713,2020-05-22 10:00:00,10902.79,10902.79,10834.41,10849.06,10:00:00,2020-05-22
2714,2020-05-22 11:00:00,10849.42,10866.23,10824.98,10834.18,11:00:00,2020-05-22
2715,2020-05-22 12:00:00,10834.44,10848.11,10823.33,10828.71,12:00:00,2020-05-22
2716,2020-05-22 13:00:00,10828.53,10832.91,10804.56,10811.15,13:00:00,2020-05-22
2784,2020-05-25 09:00:00,10812.94,10852.85,10719.25,10801.84,09:00:00,2020-05-25
2785,2020-05-25 10:00:00,10796.82,10820.31,10791.39,10799.08,10:00:00,2020-05-25
2786,2020-05-25 11:00:00,10797.49,10834.9,10796.15,10824.29,11:00:00,2020-05-25
2787,2020-05-25 12:00:00,10824.49,10852.04,10822.75,10847.69,12:00:00,2020-05-25
2788,2020-05-25 13:00:00,10846.76,10874.54,10843.53,10871.18,13:00:00,2020-05-25
2808,2020-05-26 09:00:00,10903.32,11036.25,10903.32,11014.22,09:00:00,2020-05-26
2809,2020-05-26 10:00:00,11013.56,11046.22,11006.3,11021.81,10:00:00,2020-05-26
2810,2020-05-26 11:00:00,11021.78,11034.78,11015.35,11027.13,11:00:00,2020-05-26
2811,2020-05-26 12:00:00,11026.62,11037.71,11011.69,11017.59,12:00:00,2020-05-26
2812,2020-05-26 13:00:00,11019.08,11026.24,10997.21,10997.21,13:00:00,2020-05-26
2832,2020-05-27 09:00:00,11023.93,11069.72,11011.45,11018.6,09:00:00,2020-05-27
2833,2020-05-27 10:00:00,11017.44,11022.0,10972.25,11010.69,10:00:00,2020-05-27
2834,2020-05-27 11:00:00,11015.91,11032.81,11008.16,11031.87,11:00:00,2020-05-27
2835,2020-05-27 12:00:00,11031.49,11031.84,11011.72,11017.8,12:00:00,2020-05-27
2836,2020-05-27 13:00:00,11017.58,11017.77,11005.81,11014.66,13:00:00,2020-05-27
2856,2020-05-28 09:00:00,11040.62,11087.53,11035.49,11061.75,09:00:00,2020-05-28
2857,2020-05-28 10:00:00,11063.01,11063.53,11019.8,11020.2,10:00:00,2020-05-28
2858,2020-05-28 11:00:00,11020.43,11025.29,10941.97,10941.97,11:00:00,2020-05-28
2859,2020-05-28 12:00:00,10946.64,10971.3,10915.3,10938.36,12:00:00,2020-05-28
2860,2020-05-28 13:00:00,10937.94,10944.19,10920.02,10944.19,13:00:00,2020-05-28
2880,2020-05-29 09:00:00,10921.16,10931.66,10861.9,10921.93,09:00:00,2020-05-29
2881,2020-05-29 10:00:00,10921.34,10939.92,10912.35,10928.43,10:00:00,2020-05-29
2882,2020-05-29 11:00:00,10928.23,10930.31,10907.78,10910.04,11:00:00,2020-05-29
2883,2020-05-29 12:00:00,10912.97,10945.99,10900.39,10940.61,12:00:00,2020-05-29
2884,2020-05-29 13:00:00,10948.22,10965.03,10940.98,10942.16,13:00:00,2020-05-29
2952,2020-06-01 09:00:00,10971.4,11109.13,10971.4,11097.97,09:00:00,2020-06-01
2953,2020-06-01 10:00:00,11097.14,11109.29,11077.41,11083.11,10:00:00,2020-06-01
2954,2020-06-01 11:00:00,11079.61,11094.4,11067.19,11071.33,11:00:00,2020-06-01
2955,2020-06-01 12:00:00,11072.17,11087.76,11065.23,11080.48,12:00:00,2020-06-01
2956,2020-06-01 13:00:00,11075.6,11086.11,11072.31,11079.02,13:00:00,2020-06-01
2976,2020-06-02 09:00:00,11109.27,11170.49,11109.27,11133.82,09:00:00,2020-06-02
2977,2020-06-02 10:00:00,11134.4,11137.68,11102.97,11120.78,10:00:00,2020-06-02
2978,2020-06-02 11:00:00,11120.42,11139.4,11116.13,11133.01,11:00:00,2020-06-02
2979,2020-06-02 12:00:00,11133.41,11136.27,11110.19,11116.23,12:00:00,2020-06-02
2980,2020-06-02 13:00:00,11115.35,11127.93,11109.68,11127.93,13:00:00,2020-06-02
3000,2020-06-03 09:00:00,11182.52,11277.04,11182.52,11243.44,09:00:00,2020-06-03
3001,2020-06-03 10:00:00,11247.29,11269.46,11233.12,11260.16,10:00:00,2020-06-03
3002,2020-06-03 11:00:00,11264.55,11291.94,11255.96,11282.38,11:00:00,2020-06-03
3003,2020-06-03 12:00:00,11282.6,11307.94,11277.42,11300.66,12:00:00,2020-06-03
3004,2020-06-03 13:00:00,11301.62,11330.52,11301.62,11320.16,13:00:00,2020-06-03
3024,2020-06-04 09:00:00,11373.94,11425.42,11341.58,11365.69,09:00:00,2020-06-04
3025,2020-06-04 10:00:00,11365.8,11372.63,11347.72,11362.67,10:00:00,2020-06-04
3026,2020-06-04 11:00:00,11357.42,11383.11,11355.2,11374.94,11:00:00,2020-06-04
3027,2020-06-04 12:00:00,11376.43,11388.36,11366.21,11367.2,12:00:00,2020-06-04
3028,2020-06-04 13:00:00,11368.14,11393.23,11368.14,11393.23,13:00:00,2020-06-04
3048,2020-06-05 09:00:00,11418.01,11444.08,11411.94,11429.28,09:00:00,2020-06-05
3049,2020-06-05 10:00:00,11433.5,11450.2,11429.37,11446.28,10:00:00,2020-06-05
3050,2020-06-05 11:00:00,11441.98,11468.39,11441.89,11462.72,11:00:00,2020-06-05
3051,2020-06-05 12:00:00,11458.58,11480.19,11457.37,11470.07,12:00:00,2020-06-05
3052,2020-06-05 13:00:00,11471.68,11482.36,11464.96,11479.4,13:00:00,2020-06-05
3120,2020-06-08 09:00:00,11539.0,11586.13,11528.44,11568.05,09:00:00,2020-06-08
3121,2020-06-08 10:00:00,11572.02,11631.89,11563.89,11619.04,10:00:00,2020-06-08
3122,2020-06-08 11:00:00,11619.83,11628.78,11607.7,11613.6,11:00:00,2020-06-08
3123,2020-06-08 12:00:00,11616.1,11618.52,11597.11,11605.67,12:00:00,2020-06-08
3124,2020-06-08 13:00:00,11602.19,11613.58,11590.01,11610.32,13:00:00,2020-06-08
3144,2020-06-09 09:00:00,11600.61,11635.99,11537.38,11635.04,09:00:00,2020-06-09
3145,2020-06-09 10:00:00,11628.02,11640.05,11596.36,11630.74,10:00:00,2020-06-09
